step,time_s,input_acc_m_s2,input_vel_m_s,incident_force,base_relative_velocity_m_s,dashpot_force,net_boundary_force,base_relative_displacement_m,base_relative_acceleration_m_s2,surface_acceleration_m_s2,impedance_c
123,6.1500000000e-01,5.3359837110e-04,1.6815973458e-04,6.5138327361e-01,3.1840045222e-04,6.1667773621e-01,3.4705537399e-02,6.7746696816e-05,9.9838202797e-05,1.8298120869e-03,1.9367991845e+03
124,6.2000000000e-01,6.2883757890e-04,1.7106582446e-04,6.6264029861e-01,3.2329551126e-04,6.2615848257e-01,3.6481816040e-02,6.9356740530e-05,-1.8046791919e-04,-1.2624293405e-03,1.9367991845e+03
125,6.2500000000e-01,6.2668398960e-04,1.7420462838e-04,6.7479876436e-01,3.2936866016e-04,6.3792095240e-01,3.6877811959e-02,7.0993284824e-05,1.8312964922e-04,2.8417911462e-03,1.9367991845e+03
126,6.3000000000e-01,4.8676042800e-04,1.7698823942e-04,6.8558135556e-01,3.3500209682e-04,6.4883178793e-01,3.6749567626e-02,7.2659859814e-05,-1.3369033578e-04,9.9454304179e-05,1.9367991845e+03
127,6.3500000000e-01,4.1610674790e-04,1.7924540736e-04,6.9432471761e-01,3.3848505136e-04,6.5557757145e-01,3.8747146159e-02,7.4347389490e-05,-1.5484734598e-05,7.1646437208e-04,1.9367991845e+03
128,6.4000000000e-01,5.1570797220e-04,1.8157494416e-04,7.0334840756e-01,3.4331978966e-04,6.6494148864e-01,3.8406918924e-02,7.6055803095e-05,1.0282982914e-04,2.8305991280e-03,1.9367991845e+03
129,6.4500000000e-01,5.2717311540e-04,1.8418214688e-04,7.1344766376e-01,3.4791859605e-04,6.7384845311e-01,3.9599210655e-02,7.7789217355e-05,-2.0410025033e-04,-8.2905226222e-04,1.9367991845e+03
130,6.5000000000e-01,4.6374626610e-04,1.8665944533e-04,7.2304372301e-01,3.5212117102e-04,6.8198799688e-01,4.1055726134e-02,7.9543187017e-05,7.6476420527e-05,2.5073045272e-03,1.9367991845e+03
131,6.5500000000e-01,5.5133288910e-04,1.8919714322e-04,7.3287374541e-01,3.5711093664e-04,6.9165217086e-01,4.1221574545e-02,8.1321074733e-05,-7.0730483810e-05,1.1631737478e-03,1.9367991845e+03
132,6.6000000000e-01,6.5053994760e-04,1.9220182531e-04,7.4451267706e-01,3.6177615677e-04,7.0068776540e-01,4.3824911661e-02,8.3124004464e-05,-2.0601654630e-04,-6.1222075465e-06,1.9367991845e+03
133,6.6500000000e-01,5.4363115620e-04,1.9518725307e-04,7.5607702516e-01,3.6703069670e-04,7.1086475405e-01,4.5212271109e-02,8.4950893830e-05,5.2244535563e-05,2.9709267073e-03,1.9367991845e+03
134,6.7000000000e-01,4.3721178570e-04,1.9763936043e-04,7.6557550421e-01,3.7171286411e-04,7.1993317208e-01,4.5642332132e-02,8.6802278094e-05,-1.8673141168e-05,-8.3331549868e-04,1.9367991845e+03
135,6.7500000000e-01,5.6148986880e-04,2.0013611457e-04,7.7524692696e-01,3.7673360440e-04,7.2965733778e-01,4.5589589184e-02,8.8677449724e-05,1.8571172196e-04,1.8612879828e-03,1.9367991845e+03
136,6.8000000000e-01,6.8341217850e-04,2.0324836968e-04,7.8730255331e-01,3.8366580153e-04,7.4308361153e-01,4.4218941780e-02,9.0584142196e-05,1.4432239629e-04,1.3876908405e-03,1.9367991845e+03
137,6.8500000000e-01,5.5931960250e-04,2.0635519914e-04,7.9933716281e-01,3.8965698308e-04,7.5468732706e-01,4.4649835747e-02,9.2523340734e-05,-2.5647602479e-05,4.4773430195e-05,1.9367991845e+03
138,6.9000000000e-01,4.4199690750e-04,2.0885849041e-04,8.0903390781e-01,3.9485503433e-04,7.6475490849e-01,4.4278999317e-02,9.4488607230e-05,2.1080398646e-04,3.2084742265e-03,1.9367991845e+03
139,6.9500000000e-01,5.3839575540e-04,2.1130947207e-04,8.1852802636e-01,4.0028426761e-04,7.7527024309e-01,4.3257783275e-02,9.6481200391e-05,5.8073301357e-05,-7.7602912304e-04,1.9367991845e+03
140,7.0000000000e-01,5.6431367730e-04,2.1406624565e-04,8.2920666001e-01,4.0554378625e-04,7.8545687448e-01,4.3749785526e-02,9.8500724548e-05,5.3434896255e-05,1.8976277856e-03,1.9367991845e+03
141,7.0500000000e-01,4.6118781810e-04,2.1662999939e-04,8.3913761231e-01,4.1123299878e-04,7.9647573668e-01,4.2661875630e-02,1.0054689847e-04,2.1998620363e-04,2.3711437744e-03,1.9367991845e+03
142,7.1000000000e-01,4.4699765310e-04,2.1890046307e-04,8.4793247671e-01,4.1607077371e-04,8.0584553522e-01,4.2086941487e-02,1.0261966085e-04,1.0375407834e-05,-8.7062441020e-04,1.9367991845e+03
143,7.1500000000e-01,6.2418832560e-04,2.2157842801e-04,8.5830583736e-01,4.2123852628e-04,8.1585443418e-01,4.2451403182e-02,1.0471756896e-04,8.6187204998e-05,3.5417175140e-03,1.9367991845e+03
144,7.2000000000e-01,7.2725022360e-04,2.2495702439e-04,8.7139316276e-01,4.2793383633e-04,8.2882190522e-01,4.2571257537e-02,1.0684678827e-04,-3.2337326709e-05,-8.5207816404e-04,1.9367991845e+03
145,7.2500000000e-01,6.1585149330e-04,2.2831477868e-04,8.8439975431e-01,4.3369562885e-04,8.3998134027e-01,4.4418414036e-02,1.0900705433e-04,-9.8296066383e-05,1.0531214299e-03,1.9367991845e+03
146,7.3000000000e-01,6.0349697550e-04,2.3136314985e-04,8.9620791991e-01,4.3972505088e-04,8.5165911995e-01,4.4548799960e-02,1.1119549869e-04,1.8620865785e-04,2.6298798080e-03,1.9367991845e+03
147,7.3500000000e-01,6.9212620530e-04,2.3460220780e-04,9.0875472951e-01,4.4653538833e-04,8.6484937597e-01,4.3905353541e-02,1.1341732892e-04,2.1865308727e-05,-1.8413184509e-03,1.9367991845e+03
148,7.4000000000e-01,5.5005082020e-04,2.3770765037e-04,9.2078396676e-01,4.5221200691e-04,8.7584384621e-01,4.4940120545e-02,1.1566981308e-04,9.2890501602e-07,3.5806396022e-03,1.9367991845e+03
149,7.4500000000e-01,3.2523024330e-04,2.3989585302e-04,9.2926018501e-01,4.5718860018e-04,8.8548250799e-01,4.3777677019e-02,1.1794659271e-04,3.0162418721e-04,1.6345264540e-04,1.9367991845e+03
150,7.5000000000e-01,4.4835398370e-04,2.4182981359e-04,9.3675157151e-01,4.6200940998e-04,8.9481944848e-01,4.1932123025e-02,1.2024842566e-04,1.4409940546e-04,-5.5713450699e-04,1.9367991845e+03
151,7.5500000000e-01,5.9509745730e-04,2.4443844219e-04,9.4685635101e-01,4.6723383398e-04,9.0493810862e-01,4.1918242387e-02,1.2257637756e-04,4.5288418996e-05,3.9001708169e-03,1.9367991845e+03
152,7.6000000000e-01,5.1938583930e-04,2.4722465044e-04,9.5764900271e-01,4.7276384825e-04,9.1564863575e-01,4.2000366957e-02,1.2493136275e-04,4.0114115869e-05,-1.6410798364e-03,1.9367991845e+03
153,7.6500000000e-01,4.7550168720e-04,2.4971186925e-04,9.6728348946e-01,4.7768152926e-04,9.2517319632e-01,4.2110293145e-02,1.2731187024e-04,6.8624352553e-05,3.5017156844e-03,1.9367991845e+03
154,7.7000000000e-01,6.5173902390e-04,2.5252997103e-04,9.7819968391e-01,4.8344428737e-04,9.3633450153e-01,4.1865182376e-02,1.2971969951e-04,8.0234961289e-05,1.9889400331e-03,1.9367991845e+03
155,7.7500000000e-01,8.2293186240e-04,2.5621664825e-04,9.9248039076e-01,4.9018995960e-04,9.4939951401e-01,4.3080876748e-02,1.3216092063e-04,-1.7281302231e-04,-1.1038485633e-03,1.9367991845e+03
156,7.8000000000e-01,8.2658039760e-04,2.6034042890e-04,1.0084542608e+00,4.9704575469e-04,9.6267781235e-01,4.5776448408e-02,1.3463629561e-04,-9.0014536307e-05,4.1815684200e-03,1.9367991845e+03
157,7.8500000000e-01,7.7909754510e-04,2.6435462375e-04,1.0240036394e+00,5.0422119856e-04,9.7657520618e-01,4.7428433234e-02,1.3714667005e-04,-4.8595633124e-05,-1.8345544760e-03,1.9367991845e+03
158,7.9000000000e-01,7.7634868500e-04,2.6824323933e-04,1.0390665744e+00,5.1084928909e-04,9.8941248651e-01,4.9654087849e-02,1.3969145303e-04,-6.9598694134e-05,1.0149498028e-03,1.9367991845e+03
159,7.9500000000e-01,8.0024447160e-04,2.7218472222e-04,1.0543342961e+00,5.1806536744e-04,1.0033885812e+00,5.0945714875e-02,1.4227056728e-04,8.5427954690e-05,2.7335658842e-03,1.9367991845e+03
160,8.0000000000e-01,8.0394117390e-04,2.7619518633e-04,1.0698692233e+00,5.2566480754e-04,1.0181071706e+00,5.1762052743e-02,1.4488734497e-04,-6.2420846414e-05,-1.8631816154e-03,1.9367991845e+03
161,8.0500000000e-01,8.0674977690e-04,2.8022191371e-04,1.0854671479e+00,5.3304717210e-04,1.0324053282e+00,5.3061819685e-02,1.4754114001e-04,5.3990831257e-05,4.1496895877e-03,1.9367991845e+03
162,8.1000000000e-01,7.1377628670e-04,2.8402322887e-04,1.1001919161e+00,5.4075990786e-04,1.0473433486e+00,5.2848567549e-02,1.5023232356e-04,1.0312868381e-04,1.1352626475e-04,1.9367991845e+03
163,8.1500000000e-01,4.0956485130e-04,2.8683158171e-04,1.1110703471e+00,5.4622583950e-04,1.0579297605e+00,5.3140586605e-02,1.5295508217e-04,-2.9393040467e-05,1.0793422288e-04,1.9367991845e+03
164,8.2000000000e-01,3.0022268940e-04,2.8860605057e-04,1.1179439268e+00,5.4997263092e-04,1.0651865431e+00,5.2757383698e-02,1.5569824528e-04,2.1398502912e-04,5.0662851670e-03,1.9367991845e+03
165,8.2500000000e-01,4.4637314850e-04,2.9047254016e-04,1.1251739578e+00,5.5446634934e-04,1.0738899732e+00,5.1283984579e-02,1.5846298318e-04,8.4121023338e-05,-1.6932645305e-03,1.9367991845e+03
166,8.3000000000e-01,5.3336636460e-04,2.9292188894e-04,1.1346617513e+00,5.5878797535e-04,1.0822600950e+00,5.2401656284e-02,1.6125091792e-04,-1.1312548577e-04,3.2629137249e-03,1.9367991845e+03
167,8.3500000000e-01,5.4962310420e-04,2.9562936262e-04,1.1451494169e+00,5.6397485697e-04,1.0923060431e+00,5.2843373799e-02,1.6406216719e-04,1.3972745568e-04,3.0888646015e-03,1.9367991845e+03
168,8.4000000000e-01,7.0363667070e-04,2.9876251205e-04,1.1572859794e+00,5.7015436286e-04,1.1042745050e+00,5.3011474383e-02,1.6690350884e-04,-6.6900442427e-05,-9.9271750185e-04,1.9367991845e+03
169,8.4500000000e-01,8.6819883210e-04,3.0269210081e-04,1.1725076280e+00,5.7705144303e-04,1.1176327643e+00,5.4874863732e-02,1.6977848016e-04,6.8346814386e-07,4.8362966484e-03,1.9367991845e+03
170,8.5000000000e-01,8.8825488660e-04,3.0708323511e-04,1.1895171187e+00,5.8572315139e-04,1.1344281220e+00,5.5088996706e-02,1.7269309108e-04,7.7269416371e-05,-1.0367009290e-03,1.9367991845e+03
171,8.5500000000e-01,7.9666127100e-04,3.1129552550e-04,1.2058338399e+00,5.9346606408e-04,1.1494245889e+00,5.6409250919e-02,1.7564904796e-04,-1.2257512570e-04,4.3085059895e-05,1.9367991845e+03
172,8.6000000000e-01,5.9205037320e-04,3.1476730461e-04,1.2192821178e+00,6.0054826325e-04,1.1631413865e+00,5.6140731243e-02,1.7863926422e-04,3.9351411490e-04,2.9614054984e-03,1.9367991845e+03
173,8.6500000000e-01,5.0691752550e-04,3.1751472436e-04,1.2299245184e+00,6.0840019862e-04,1.1783490085e+00,5.1575509871e-02,1.8166648783e-04,4.5516660609e-04,-2.3710040307e-03,1.9367991845e+03
174,8.7000000000e-01,6.5601794970e-04,3.2042206305e-04,1.2411863808e+00,6.1470239103e-04,1.1905550897e+00,5.0631291155e-02,1.8473022580e-04,5.3126620780e-05,3.5618729802e-03,1.9367991845e+03
175,8.7500000000e-01,6.6591673020e-04,3.2372689975e-04,1.2539879909e+00,6.2177374083e-04,1.2042508742e+00,4.9737116680e-02,1.8782680654e-04,3.0266045641e-04,1.5458078200e-03,1.9367991845e+03
176,8.8000000000e-01,4.5644880330e-04,3.2653281358e-04,1.2648569741e+00,6.2860638994e-04,1.2174843434e+00,4.7372630701e-02,1.9095796844e-04,2.4081995185e-04,-2.6555673079e-04,1.9367991845e+03
177,8.8500000000e-01,2.4630143580e-04,3.2828968918e-04,1.2716624046e+00,6.3321312875e-04,1.2264066714e+00,4.5255733181e-02,1.9411540038e-04,3.8093234585e-04,4.7938485316e-03,1.9367991845e+03
178,8.9000000000e-01,3.2532569460e-04,3.2971875700e-04,1.2771980394e+00,6.3784547477e-04,1.2353785954e+00,4.1819443976e-02,1.9729574488e-04,3.2938315603e-04,-8.5056726497e-04,1.9367991845e+03
179,8.9500000000e-01,5.7036576060e-04,3.3195798564e-04,1.2858719118e+00,6.4243205672e-04,1.2442618836e+00,4.1610028209e-02,2.0050124521e-04,-9.1946887504e-05,2.1058930268e-03,1.9367991845e+03
180,9.0000000000e-01,7.6962285090e-04,3.3530795717e-04,1.2988483560e+00,6.4813585366e-04,1.2553089928e+00,4.3539363202e-02,2.0373360722e-04,-5.1668102865e-05,2.8383475185e-03,1.9367991845e+03
181,9.0500000000e-01,6.1683896790e-04,3.3877411172e-04,1.3122748466e+00,6.5437975514e-04,1.2674021761e+00,4.4872670507e-02,2.0699631884e-04,-1.5488729021e-04,-2.1708871949e-03,1.9367991845e+03
182,9.1000000000e-01,3.3572086110e-04,3.4115551129e-04,1.3214994321e+00,6.5824453572e-04,1.2748874800e+00,4.6611952124e-02,2.1028178522e-04,4.0131390182e-05,3.9674180095e-03,1.9367991845e+03
183,9.1500000000e-01,4.9952363040e-04,3.4324362252e-04,1.3295879364e+00,6.6352266210e-04,1.2851101509e+00,4.4477785509e-02,2.1358900431e-04,4.7858254440e-04,-1.5988236126e-04,1.9367991845e+03
184,9.2000000000e-01,6.8636910870e-04,3.4620835437e-04,1.3410721168e+00,6.7052665132e-04,1.2986754715e+00,4.2396645340e-02,2.1693037897e-04,8.4698520627e-05,-7.0327989076e-04,1.9367991845e+03
185,9.2500000000e-01,5.8502464740e-04,3.4938683876e-04,1.3533842888e+00,6.7690548508e-04,1.3110299915e+00,4.2354297263e-02,2.2030439952e-04,2.0560365413e-04,3.0748136870e-03,1.9367991845e+03
186,9.3000000000e-01,4.7195458740e-04,3.5202928684e-04,1.3636200714e+00,6.8395812321e-04,1.3246895353e+00,3.8930536086e-02,2.2371074096e-04,4.6874786356e-04,-2.7667168047e-03,1.9367991845e+03
187,9.3500000000e-01,4.8712310370e-04,3.5442698107e-04,1.3729077758e+00,6.8953765535e-04,1.3354959686e+00,3.7411807243e-02,2.2714967547e-04,7.2345867363e-05,3.3289259559e-03,1.9367991845e+03
188,9.4000000000e-01,5.3613867060e-04,3.5698513551e-04,1.3828170387e+00,6.9500855864e-04,1.3460920096e+00,3.6725029062e-02,2.3061522911e-04,2.4928935253e-04,2.7528515967e-03,1.9367991845e+03
189,9.4500000000e-01,5.3275029660e-04,3.5965735792e-04,1.3931681551e+00,7.0097781073e-04,1.3576532522e+00,3.5514902874e-02,2.3411055130e-04,-3.5129985099e-06,-1.3455672105e-03,1.9367991845e+03
190,9.5000000000e-01,5.2542242280e-04,3.6230278972e-04,1.4034154954e+00,7.0498231012e-04,1.3654091633e+00,3.8006332034e-02,2.3763065309e-04,-2.0221265480e-04,4.3789701337e-03,1.9367991845e+03
191,9.5500000000e-01,4.6066317930e-04,3.6476800373e-04,1.4129647443e+00,7.0996263557e-04,1.3750550536e+00,3.7909690717e-02,2.4117147447e-04,2.8267192639e-04,-1.6333552207e-03,1.9367991845e+03
192,9.6000000000e-01,3.6419428800e-04,3.6683014740e-04,1.4209526607e+00,7.1476592411e-04,1.3843580589e+00,3.6594601723e-02,2.4473770646e-04,-2.7681643167e-05,1.0866964476e-04,1.9367991845e+03
193,9.6500000000e-01,5.7658608540e-04,3.6918209833e-04,1.4300631740e+00,7.1831532512e-04,1.3912325359e+00,3.8830638054e-02,2.4832488836e-04,-1.4207238564e-04,3.8623523340e-03,1.9367991845e+03
194,9.7000000000e-01,7.1547626160e-04,3.7241225420e-04,1.4425755005e+00,7.2413982068e-04,1.4025134142e+00,4.0062086305e-02,2.5193661063e-04,-2.0098138459e-05,-2.6543605640e-03,1.9367991845e+03
195,9.7500000000e-01,6.4508450850e-04,3.7581365612e-04,1.4557511654e+00,7.2959166784e-04,1.4130725473e+00,4.2678618109e-02,2.5557753609e-04,-1.9972528319e-04,2.9627791262e-03,1.9367991845e+03
196,9.8000000000e-01,7.7848618590e-04,3.7937258286e-04,1.4695370182e+00,7.3620859303e-04,1.4258882026e+00,4.3648815599e-02,2.5924747351e-04,2.9634133635e-04,1.8801682326e-03,1.9367991845e+03
197,9.8500000000e-01,9.2807681580e-04,3.8363899036e-04,1.4860633674e+00,7.4530131283e-04,1.4434989749e+00,4.2564392464e-02,2.6295916996e-04,8.3872085642e-05,-1.3397466926e-03,1.9367991845e+03
198,9.9000000000e-01,8.0350904340e-04,3.8796795501e-04,1.5028320378e+00,7.5261387853e-04,1.4576619462e+00,4.5170091570e-02,2.6671258634e-04,-3.1874136781e-04,4.3219952997e-03,1.9367991845e+03
199,9.9500000000e-01,7.2681014700e-04,3.9179375299e-04,1.5176516426e+00,7.5907414637e-04,1.4701741877e+00,4.7477454892e-02,2.7049795409e-04,5.1824802114e-05,-1.2359502933e-03,1.9367991845e+03
200,1.0000000000e+00,6.6123039510e-04,3.9526385434e-04,1.5310934215e+00,7.6528719129e-04,1.4822076080e+00,4.8885813500e-02,2.7431562461e-04,-2.2298489779e-04,1.0183281808e-04,1.9367991845e+03
201,1.0050000000e+00,5.4872902080e-04,3.9828875288e-04,1.5428106636e+00,7.7023908971e-04,1.4917984408e+00,5.1012222742e-02,2.7815929513e-04,7.1506349379e-05,3.5144942792e-03,1.9367991845e+03
202,1.0100000000e+00,5.0555334690e-04,4.0092445880e-04,1.5530203297e+00,7.7608882083e-04,1.5031281953e+00,4.9892134430e-02,2.8202953162e-04,1.8347176196e-04,-1.2552143024e-03,1.9367991845e+03
203,1.0150000000e+00,5.9129598420e-04,4.0366658213e-04,1.5636422142e+00,7.8103647657e-04,1.5127108109e+00,5.0931403276e-02,2.8592807105e-04,-2.2605719328e-04,3.8030593502e-03,1.9367991845e+03
204,1.0200000000e+00,8.5605562170e-04,4.0728496114e-04,1.5776583612e+00,7.8696777880e-04,1.5241985522e+00,5.3459809000e-02,2.8985414935e-04,-1.4087622224e-06,2.0559739585e-03,1.9367991845e+03
205,1.0250000000e+00,1.0427421780e-03,4.1203195564e-04,1.5960463114e+00,7.9551428848e-04,1.5407514252e+00,5.5294886161e-02,2.9381936670e-04,-2.4384780736e-04,-3.6977446894e-04,1.9367991845e+03
206,1.0300000000e+00,1.0497141450e-03,4.1726309645e-04,1.6163096499e+00,8.0373990754e-04,1.5566827975e+00,5.9626852372e-02,2.9782689579e-04,-1.7719282518e-04,4.7476399885e-03,1.9367991845e+03
207,1.0350000000e+00,8.5987357560e-04,4.2203706575e-04,1.6348020896e+00,8.1236903455e-04,1.5733956836e+00,6.1406405920e-02,3.0187547402e-04,-4.1051805875e-06,-5.4274639885e-04,1.9367991845e+03
208,1.0400000000e+00,4.9188134610e-04,4.2541645306e-04,1.6478924787e+00,8.1791016365e-04,1.5841277379e+00,6.3764740762e-02,3.0595764782e-04,-1.6437414748e-04,8.9683508042e-04,1.9367991845e+03
209,1.0450000000e+00,6.0589905210e-04,4.2816090405e-04,1.6585233796e+00,8.2308645084e-04,1.5941531668e+00,6.4370212848e-02,3.1006426512e-04,2.0540872319e-04,3.1434118138e-03,1.9367991845e+03
210,1.0500000000e+00,9.5539609620e-04,4.3206414192e-04,1.6736429555e+00,8.3154084501e-04,1.6105276305e+00,6.3115324955e-02,3.1420813500e-04,8.5420354178e-05,-1.6279896315e-03,1.9367991845e+03
211,1.0550000000e+00,7.4839087170e-04,4.3632360934e-04,1.6901424215e+00,8.3920312147e-04,1.6253679213e+00,6.4774500222e-02,3.1839300888e-04,-6.9862247927e-05,3.4146121025e-03,1.9367991845e+03
212,1.0600000000e+00,3.1573053360e-04,4.3898391286e-04,1.7004473689e+00,8.4578940493e-04,1.6381242297e+00,6.2323139128e-02,3.2260878601e-04,6.5951020390e-04,2.5209992007e-03,1.9367991845e+03
213,1.0650000000e+00,4.9884958530e-04,4.4102036315e-04,1.7083357594e+00,8.5179818616e-04,1.6497620323e+00,5.8573727084e-02,3.2685769004e-04,1.1949252384e-04,6.7302365127e-04,1.9367991845e+03
214,1.0700000000e+00,7.5425264100e-04,4.4415311872e-04,1.7204707963e+00,8.5787686827e-04,1.6615352189e+00,5.8935577396e-02,3.3113737425e-04,1.6886013102e-04,4.6958108295e-03,1.9367991845e+03
215,1.0750000000e+00,6.4241697330e-04,4.4764479275e-04,1.7339961391e+00,8.6642853840e-04,1.6780980866e+00,5.5898052497e-02,3.3545381470e-04,4.3370409691e-04,-6.3688243497e-05,1.9367991845e+03
216,1.0800000000e+00,4.8901123440e-04,4.5047336327e-04,1.7449528853e+00,8.7234366502e-04,1.6895544990e+00,5.5398386237e-02,3.3980687932e-04,-1.0745094586e-04,8.5925359567e-04,1.9367991845e+03
217,1.0850000000e+00,5.7012512130e-04,4.5312120416e-04,1.7552095574e+00,8.7753337871e-04,1.6996059323e+00,5.5603625153e-02,3.4418546078e-04,2.8287963640e-04,2.9108557199e-03,1.9367991845e+03
218,1.0900000000e+00,8.9186486850e-04,4.5677617914e-04,1.7693674625e+00,8.8566129325e-04,1.7153480705e+00,5.4019391988e-02,3.4860067646e-04,5.0640606859e-06,-6.4822719073e-04,1.9367991845e+03
219,1.0950000000e+00,1.0406771730e-03,4.6160753424e-04,1.7880821918e+00,8.9315264633e-04,1.7298573170e+00,5.8224874712e-02,3.5305720886e-04,-3.1525297405e-04,2.7784038407e-03,1.9367991845e+03
220,1.1000000000e+00,7.5524394150e-04,4.6609733703e-04,1.8054738845e+00,9.0229789405e-04,1.7475698254e+00,5.7904059142e-02,3.5755237114e-04,4.8648969123e-04,1.0686393300e-03,1.9367991845e+03
221,1.1050000000e+00,5.4505399860e-04,4.6934808188e-04,1.8180659645e+00,9.1055929496e-04,1.7635704999e+00,5.4495464530e-02,3.6209105709e-04,2.1460197899e-04,-7.5953425870e-04,1.9367991845e+03
222,1.1100000000e+00,8.0926486470e-04,4.7273387904e-04,1.8311811828e+00,9.1785412324e-04,1.7776991174e+00,5.3482065433e-02,3.6666781913e-04,3.7736204577e-04,3.1774627054e-03,1.9367991845e+03
223,1.1150000000e+00,1.1180545290e-03,4.7755217752e-04,1.8498453360e+00,9.2928230373e-04,1.7998332080e+00,5.0012127924e-02,3.7129454280e-04,2.9892990121e-04,-5.2094350877e-05,1.9367991845e+03
224,1.1200000000e+00,1.0605443850e-03,4.8299867481e-04,1.8709428790e+00,9.3858673567e-04,1.8178540242e+00,5.3088854725e-02,3.7597571646e-04,-5.6755980660e-04,9.3061493775e-04,1.9367991845e+03
225,1.1250000000e+00,6.9324327000e-04,4.8738314394e-04,1.8879265515e+00,9.4594132987e-04,1.8320983963e+00,5.5828155175e-02,3.8069308225e-04,3.2359814788e-04,2.2979596867e-03,1.9367991845e+03
226,1.1300000000e+00,5.3012808360e-04,4.9044157233e-04,1.8997736747e+00,9.5314250417e-04,1.8460456248e+00,5.3728049860e-02,3.8544647470e-04,1.2960835528e-04,1.4304297196e-04,1.9367991845e+03
227,1.1350000000e+00,8.3652960150e-04,4.9385821654e-04,1.9130083821e+00,9.5896342048e-04,1.8573195708e+00,5.5688811351e-02,3.9023351033e-04,-1.7304123889e-04,3.6255649587e-03,1.9367991845e+03
228,1.1400000000e+00,1.1282824350e-03,4.9877024663e-04,1.9320356139e+00,9.6823932211e-04,1.8752851295e+00,5.6750484387e-02,3.9505980870e-04,7.7026401140e-05,1.2457308364e-03,1.9367991845e+03
229,1.1450000000e+00,1.1316619800e-03,5.0442010767e-04,1.9539209064e+00,9.7740613407e-04,1.8930394034e+00,6.0881502968e-02,3.9993588502e-04,-7.8993101655e-04,-2.3844058889e-05,1.9367991845e+03
230,1.1500000000e+00,9.6223660920e-04,5.0965485414e-04,1.9741982118e+00,9.8441747350e-04,1.9066189599e+00,6.7579251866e-02,4.0484833754e-04,-4.8657449613e-05,3.1373193349e-03,1.9367991845e+03
231,1.1550000000e+00,7.5453291270e-04,5.1394677795e-04,1.9908234008e+00,9.9315101979e-04,1.9235340852e+00,6.7289315584e-02,4.0979962874e-04,1.3342733719e-04,3.2394449952e-04,1.9367991845e+03
232,1.1600000000e+00,7.6835196540e-04,5.1775399014e-04,2.0055710118e+00,9.9961011480e-04,1.9360440552e+00,6.9526956585e-02,4.1478938099e-04,-3.4049533228e-04,2.8637943908e-03,1.9367991845e+03
233,1.1650000000e+00,7.2039774240e-04,5.2147586441e-04,2.0199880579e+00,1.0064485337e-03,1.9492886994e+00,7.0699358477e-02,4.1980985424e-04,2.8159739406e-04,2.5064205243e-03,1.9367991845e+03
234,1.1700000000e+00,5.5000451700e-04,5.2465187006e-04,2.0322906282e+00,1.0141217089e-03,1.9641500988e+00,6.8140529390e-02,4.2486735742e-04,1.3369853615e-04,-4.1910928788e-04,1.9367991845e+03
